id,y
698,94.3006210327
701,94.8349533081
704,104.521652222
705,116.494293213
709,113.993232727
710,94.2221069336
711,104.511894226
712,94.8675003052
714,112.859306335
715,94.0422592163
716,112.543411255
717,94.2640457153
720,116.514289856
721,94.0805664062
724,104.027488708
725,94.8629837036
726,112.524856567
728,113.408920288
731,93.6176528931
734,104.290267944
738,94.117225647
745,112.833778381
746,93.8533782959
751,78.4042434692
754,94.5582427979
756,93.6032104492
758,94.5383453369
759,113.919219971
761,116.508666992
766,94.85912323
767,112.907936096
768,94.555770874
769,113.914108276
770,94.3134460449
771,78.2699050903
772,103.759269714
773,94.4685668945
774,112.876441956
776,113.612930298
777,95.6954421997
780,116.466850281
782,103.920272827
787,103.428695679
788,94.4503555298
792,94.5396270752
793,113.290077209
798,95.1256637573
800,94.6196289062
806,112.543411255
809,113.689804077
811,113.645324707
812,94.4244384766
814,116.517089844
816,103.490371704
817,94.8308486938
818,103.647346497
820,112.477333069
823,94.6868591309
829,94.2263412476
830,114.487304688
831,94.5531234741
834,112.802909851
839,94.8884353638
841,78.2097702026
844,103.920646667
845,94.3665161133
848,93.9031066895
850,95.5967407227
851,103.664466858
852,94.3207778931
854,94.2532348633
855,95.1082229614
856,103.545547485
859,103.703193665
861,112.876441956
864,94.0594177246
865,112.8881073
866,94.1012268066
867,94.294090271
869,94.6272659302
871,94.0835418701
872,112.543411255
882,103.415435791
883,94.2891540527
885,94.7400970459
888,95.0995788574
893,112.435310364
901,113.044868469
903,103.920272827
904,94.3300552368
905,103.729858398
910,94.7659378052
911,112.869903564
914,113.789138794
918,114.036476135
921,94.5447998047
928,94.539390564
929,103.741088867
932,94.9956817627
933,103.882629395
934,94.7659378052
935,112.992828369
937,78.4065322876
939,94.4477081299
940,103.629737854
941,94.3636550903
942,104.180526733
943,94.2788696289
944,103.622657776
947,112.543411255
949,113.804069519
951,112.634841919
952,94.5867156982
953,103.920272827
954,78.3940048218
957,113.468444824
959,94.5448379517
960,113.313705444
963,116.517089844
965,112.543411255
967,104.046577454
971,94.6409606934
972,78.4069976807
973,94.2731933594
974,113.702278137
975,95.2920532227
978,113.921554565
980,113.528709412
981,94.2607421875
984,113.778205872
986,94.7659378052
988,94.555770874
989,113.11958313
990,103.485054016
992,113.044868469
996,94.6200866699
999,113.667442322
1000,94.4693984985
1001,112.8881073
1002,94.5342636108
1003,113.612930298
1004,94.6126556396
1008,112.871452332
1009,94.7766571045
1010,106.66758728
1012,113.06816864
1013,94.7942428589
1014,113.5963974
1015,94.1150817871
1016,116.508995056
1019,94.5272293091
1020,113.41317749
1021,94.7659378052
1022,104.492958069
1024,94.7659378052
1025,78.41456604
1027,94.5867233276
1028,103.812759399
1029,94.9201126099
1030,94.8352508545
1033,113.712562561
1036,94.8946228027
1037,112.373252869
1038,93.6716918945
1042,94.4477081299
1043,103.607009888
1044,93.9702529907
1045,112.823989868
1047,114.258895874
1050,94.3235168457
1051,112.441474915
1054,94.6555404663
1056,94.2607421875
1057,94.3026733398
1059,95.1411819458
1062,95.1938858032
1063,104.279701233
1064,94.2607421875
1066,94.5132675171
1070,104.490463257
1076,112.899353027
1077,95.109085083
1078,113.769569397
1080,112.667961121
1082,113.102203369
1083,95.1013183594
1089,113.158859253
1091,95.1036682129
1093,94.8839263916
1097,94.6789703369
1099,93.7723236084
1101,94.7869796753
1103,95.4105072021
1104,112.786811829
1106,113.234802246
1109,94.5404129028
1110,112.558197021
1111,95.0298309326
1112,114.828689575
1114,94.3266296387
1116,94.3566589355
1117,113.271202087
1120,93.7663574219
1124,113.292015076
1125,94.1313476562
1126,113.316421509
1134,112.830726624
1137,95.0139007568
1138,112.812637329
1144,112.552978516
1145,94.6428146362
1146,94.1868362427
1148,95.3152770996
1150,93.7680358887
1152,103.92440033
1153,94.8039474487
1154,104.075431824
1155,94.4330215454
1157,94.3191452026
1162,94.441078186
1165,113.626731873
1166,94.540184021
1167,104.285079956
1168,94.6610565186
1169,103.709159851
1171,116.513671875
1172,94.979095459
1173,103.709159851
1174,94.3401260376
1176,95.1147232056
1177,103.661491394
1178,94.4639358521
1182,113.967033386
1186,94.8024215698
1187,114.353469849
1188,94.9390411377
1189,116.46711731
1191,104.108100891
1192,94.4628295898
1197,112.95703125
1198,93.7854919434
1200,78.3972549438
1201,95.3729019165
1203,94.6371994019
1209,116.517784119
1214,103.819068909
1218,113.021568298
1222,94.9815292358
1226,94.6191940308
1228,94.6871643066
1230,94.5039596558
1232,78.3931655884
1233,94.2761230469
1236,114.244003296
1238,94.1705245972
1241,112.552978516
1244,104.071754456
1246,94.8962402344
1247,113.651405334
1250,114.155097961
1251,94.2001495361
1254,114.146377563
1255,94.2012176514
1256,112.929267883
1257,94.522315979
1258,95.199546814
1259,112.571380615
1260,94.7924880981
1263,112.525611877
1267,78.3486709595
1268,112.802772522
1271,94.4889068604
1272,112.432121277
1274,104.002731323
1275,94.441078186
1276,112.438468933
1277,93.6716079712
1279,94.1868362427
1281,94.172958374
1282,94.9390411377
1283,112.981712341
1285,113.535118103
1286,95.0230941772
1289,112.817138672
1296,113.94506073
1299,93.7478942871
1301,94.6393356323
1306,93.8169021606
1307,94.4689483643
1308,94.2409133911
1313,112.438468933
1314,95.1387710571
1315,112.558197021
1316,94.3430175781
1317,112.427764893
1319,93.9753112793
1323,95.0419845581
1324,104.32673645
1325,94.4824371338
1328,103.750785828
1329,94.3088302612
1330,112.882705688
1331,94.0239562988
1332,103.754562378
1337,94.4353179932
1338,113.054328918
1339,94.8721237183
1340,113.087966919
1343,113.784263611
1347,104.167503357
1348,94.5604705811
1349,104.390533447
1352,94.1840438843
1354,95.0995483398
1359,114.419532776
1360,95.0245437622
1363,112.428749084
1364,95.1018066406
1365,104.012748718
1366,94.4643936157
1372,94.7771987915
1375,103.683433533
1376,94.30859375
1378,94.7869644165
1379,113.545852661
1380,94.7623825073
1381,103.71421814
1384,114.46547699
1387,93.7460708618
1388,112.895515442
1392,78.4068222046
1394,103.944099426
1395,94.8567657471
1396,112.534851074
1398,94.8313293457
1399,112.534851074
1400,93.8924484253
1401,93.8728408813
1403,94.6320877075
1404,112.912017822
1406,112.534851074
1407,94.3251037598
1408,112.526611328
1410,78.3533706665
1412,112.543006897
1413,94.8775863647
1415,95.1335983276
1420,112.526611328
1422,113.01877594
1423,104.161193848
1424,112.526611328
1425,94.6634902954
1426,78.3533706665
1427,94.6257171631
1429,93.8578186035
1430,112.676544189
1431,95.162727356
1432,103.796966553
1434,113.772956848
1437,94.4452285767
1438,104.081031799
1440,113.026054382
1441,112.911453247
1442,94.4375686646
1444,111.96307373
1445,95.1304931641
1446,103.942070007
1448,93.4923477173
1453,94.1353378296
1454,112.543006897
1455,94.443069458
1456,113.986152649
1458,112.543006897
1459,93.7754211426
1461,94.5048675537
1465,93.7460708618
1466,113.007102966
1469,95.0289001465
1472,94.1353378296
1474,94.6022338867
1477,113.255355835
1479,112.495742798
1482,95.1278686523
1483,78.3983078003
1487,94.5743713379
1488,112.898002625
1490,113.554588318
1492,112.989379883
1494,116.453102112
1496,104.188316345
1497,95.122505188
1499,94.9562606812
1502,94.0373458862
1507,113.415153503
1508,94.1840438843
1509,112.504936218
1511,93.8818206787
1512,113.120697021
1513,116.499725342
1514,103.820014954
1518,113.290557861
1519,94.604850769
1522,112.906524658
1524,78.4061126709
1527,94.4375686646
1529,94.4460601807
1532,104.258651733
1536,113.429206848
1537,116.515960693
1539,103.770622253
1542,113.104812622
1543,94.30859375
1544,104.094688416
1545,78.2539825439
1550,94.2907333374
1551,112.986999512
1554,104.188148499
1556,103.924423218
1559,94.5357589722
1560,78.4024429321
1562,94.3081970215
1566,94.6431655884
1567,113.301635742
1569,104.487701416
1570,114.797325134
1571,112.92729187
1574,94.1840438843
1578,103.923652649
1580,93.808013916
1583,113.00177002
1584,94.1840438843
1585,113.455841064
1586,95.2585678101
1587,113.604942322
1588,94.5746765137
1590,116.493865967
1592,103.483024597
1596,112.842399597
1598,113.127639771
1599,94.3600082397
1604,115.069244385
1606,103.434432983
1607,94.8775863647
1608,103.767219543
1609,116.513031006
1611,94.5609436035
1613,94.5628585815
1616,95.2669296265
1619,113.140563965
1620,94.5399551392
1621,113.349639893
1622,94.1993103027
1625,113.056846619
1627,116.513031006
1629,112.8490448
1634,94.7054901123
1636,94.4187469482
1638,104.471755981
1639,94.844871521
1641,94.6553268433
1643,94.8745803833
1644,103.760108948
1645,116.464035034
1646,94.1992034912
1647,104.149009705
1648,94.2725143433
1652,93.808013916
1653,113.963844299
1656,94.9734268188
1658,94.3600082397
1659,112.575927734
1661,94.5199661255
1663,94.8775863647
1664,112.983955383
1665,94.4354858398
1666,103.924423218
1667,103.699729919
1668,78.4762115479
1669,103.806777954
1670,94.9187088013
1672,113.592826843
1674,113.621101379
1677,112.898002625
1678,94.6753463745
1679,113.550628662
1680,94.8830718994
1683,103.73915863
1686,103.755485535
1687,113.035507202
1689,112.975784302
1690,93.9619674683
1691,116.513320923
1692,114.17980957
1693,94.1840438843
1695,94.3179092407
1696,94.1353378296
1697,112.588722229
1700,103.924423218
1701,94.4834289551
1702,113.731941223
1703,94.5909042358
1704,114.308425903
1706,95.3517303467
1707,113.782569885
1708,94.2609405518
1710,94.8804626465
1711,103.656066895
1713,104.630775452
1717,103.693878174
1719,103.923652649
1720,94.3202667236
1722,94.3275604248
1725,103.497390747
1726,94.259765625
1727,103.958023071
1729,112.759979248
1730,93.8147506714
1731,113.039855957
1733,103.924423218
1734,94.3248825073
1735,113.01877594
1738,94.5628585815
1742,93.9567108154
1745,113.621101379
1747,94.4738311768
1749,94.3795928955
1751,94.246421814
1752,78.4105148315
1753,103.681037903
1754,94.5709991455
1755,94.8499984741
1756,103.968170166
1758,112.961120605
1759,94.4336853027
1760,103.745506287
1761,112.278503418
1762,93.7569274902
1763,112.805969238
1764,94.7756576538
1766,94.8913345337
1768,94.5262680054
1769,78.3439788818
1771,113.245368958
1772,95.2237548828
1773,103.769226074
1774,94.5682449341
1775,112.995056152
1777,113.608680725
1779,94.4336853027
1780,103.953056335
1787,94.6064910889
1788,94.6294784546
1790,94.2599639893
1796,113.304840088
1801,94.595123291
1803,94.3023452759
1807,113.370498657
1809,112.873794556
1812,94.0331954956
1813,113.752906799
1814,94.0377120972
1815,113.461326599
1816,94.3256835938
1818,93.6455917358
1820,93.5070648193
1821,114.253753662
1822,94.5785675049
1825,93.9998245239
1826,103.662666321
1828,94.2733078003
1831,104.002624512
1836,113.806739807
1837,94.3684692383
1841,94.5922164917
1844,103.445610046
1848,94.67918396
1851,103.771476746
1852,95.0970687866
1853,94.6489944458
1854,113.243484497
1856,95.0657424927
1859,112.870628357
1860,94.2394104004
1861,78.3812942505
1863,103.840148926
1865,94.3268737793
1866,103.78540802
1867,94.8554763794
1868,94.5818634033
1872,94.4631652832
1879,93.9984054565
1880,103.564422607
1882,94.6003875732
1885,103.738227844
1887,103.566436768
1888,94.7069625854
1890,113.858184814
1894,94.4669113159
1895,103.437194824
1896,94.2350234985
1897,114.272666931
1900,113.033500671
1901,94.5497360229
1902,112.9506073
1905,94.6236038208
1906,112.820075989
1912,103.917572021
1915,94.2726974487
1916,104.527931213
1917,94.2952041626
1918,103.648193359
1920,78.4140777588
1923,94.4634857178
1924,103.977836609
1925,94.2689971924
1930,116.514122009
1932,112.53465271
1933,94.4474945068
1934,112.914840698
1935,94.5252990723
1940,78.3438949585
1941,94.2356033325
1942,112.789535522
1943,94.3200836182
1944,94.3404541016
1945,113.484611511
1948,116.517074585
1949,94.216003418
1952,94.3675765991
1954,94.1749801636
1955,112.526550293
1958,94.1281051636
1959,78.4363327026
1960,112.805969238
1963,94.5641098022
1965,94.5160980225
1968,103.63483429
1969,95.0994033813
1971,94.5344696045
1972,113.219306946
1973,94.6241455078
1975,94.6533584595
1977,95.1556091309
1978,94.6086502075
1979,112.767227173
1981,94.7073516846
1982,113.757820129
1987,113.032852173
1988,94.6601409912
1993,94.1302871704
1997,94.6663589478
1999,94.2647171021
2001,94.5581893921
2002,114.204177856
2003,94.6858520508
2004,78.3526992798
2006,112.793991089
2007,94.9500427246
2009,103.770088196
2010,94.3051376343
2013,94.6472549438
2018,78.3171691895
2022,104.298217773
2024,112.621536255
2025,95.1285934448
2026,104.063858032
2030,103.77671814
2031,94.5219802856
2032,103.917572021
2033,94.2358856201
2035,94.0444488525
2036,112.747200012
2037,94.6452560425
2040,94.4793395996
2043,115.621337891
2044,103.902450562
2046,104.986282349
2054,115.292358398
2055,95.1294403076
2056,103.953056335
2059,93.8161697388
2060,94.5497360229
2062,94.0036621094
2063,113.105438232
2066,94.4669113159
2067,113.004371643
2072,94.6474380493
2073,111.79208374
2074,93.6360549927
2075,112.793869019
2076,94.2492370605
2080,94.4012145996
2082,94.5497360229
2085,112.73714447
2087,113.438056946
2091,113.032524109
2092,94.7367095947
2093,103.953056335
2098,94.4378128052
2101,112.805969238
2102,93.6224136353
2103,78.3438949585
2105,103.782409668
2106,94.4392623901
2107,112.640113831
2110,95.3618850708
2114,94.1087875366
2115,112.77746582
2117,78.4316101074
2118,94.3882217407
2119,104.413909912
2120,94.2831039429
2122,93.7573242188
2123,113.526237488
2126,94.5503463745
2127,103.587860107
2128,94.551399231
2129,112.730743408
2132,94.7636260986
2135,103.924690247
2138,95.5177612305
2139,116.514122009
2141,114.598892212
2142,94.5299606323
2146,94.6839141846
2151,114.122802734
2157,104.105140686
2159,113.212989807
2162,94.4286499023
2164,116.509910583
2167,94.5287857056
2168,112.930908203
2171,93.8389968872
2173,94.5428161621
2174,104.108123779
2175,94.4264450073
2178,94.3951873779
2180,94.6005172729
2185,112.831359863
2189,94.8335037231
2190,113.003631592
2192,103.45690155
2194,114.230003357
2200,114.04145813
2201,94.6006469727
2203,112.804153442
2204,94.6824493408
2205,112.893577576
2209,114.598274231
2213,104.701873779
2214,93.976348877
2215,114.440971375
2216,94.6064910889
2218,94.2496414185
2219,105.833717346
2220,95.036567688
2222,94.6160354614
2223,113.311904907
2225,112.986236572
2226,94.663444519
2230,94.099319458
2233,113.024841309
2234,112.875244141
2235,94.6824493408
2236,78.4608306885
2237,94.8644332886
2240,114.225273132
2241,94.2462921143
2248,103.971687317
2249,94.8288574219
2250,112.512283325
2252,112.845375061
2253,94.8253860474
2254,113.176574707
2256,78.4546661377
2258,94.0248184204
2259,113.160308838
2262,94.5098342896
2265,94.4393844604
2266,104.019638062
2269,94.115020752
2271,95.1144561768
2273,94.6321411133
2274,112.692451477
2275,94.615196228
2277,94.1936187744
2279,94.6824493408
2280,78.4517593384
2282,94.6005172729
2283,103.570121765
2288,94.6214752197
2289,114.40725708
2291,94.2950057983
2292,116.513153076
2297,94.7639923096
2298,103.662071228
2299,95.0465927124
2300,112.995826721
2301,94.3220291138
2304,95.1335372925
2305,103.677688599
2306,94.5098342896
2308,94.2574157715
2309,112.57875061
2311,94.354888916
2312,104.11882782
2316,103.570655823
2321,103.650367737
2322,112.869316101
2325,104.549598694
2326,94.8803482056
2329,116.513153076
2330,94.2073669434
2331,103.7056427
2332,113.013298035
2333,94.5098342896
2334,103.458511353
2335,112.924430847
2337,112.968223572
2338,95.1201019287
2340,113.013298035
2342,95.0682907104
2345,94.1639633179
2349,94.3935928345
2351,78.3927307129
2352,94.300994873
2354,112.541770935
2355,113.304824829
2357,112.986236572
2358,94.3262634277
2360,94.6269683838
2361,112.541770935
2364,94.4561843872
2366,95.0601882935
2369,103.68586731
2370,94.8181533813
2371,113.034553528
2373,113.467460632
2374,94.8081817627
2376,113.609985352
2378,113.068222046
2382,95.1166305542
2383,94.4171829224
2386,103.932991028
2387,95.2428207397
2389,94.470123291
2390,112.520362854
2392,93.9026794434
2398,113.013298035
2399,94.2826004028
2400,94.6665039062
2401,113.003311157
2402,94.6466903687
2404,94.1245956421
2407,113.39037323
2408,112.627006531
2409,112.857467651
2412,78.5275115967
2413,95.5217971802
2415,94.9684524536
2420,113.023605347
2422,94.2490081787
2423,103.458435059
2426,94.3087387085
2432,94.1681900024
2434,93.8334121704
2435,94.4824295044
2436,114.637573242
2438,113.027786255
2440,112.805854797
2443,94.4247207642
2444,93.9611816406
2447,103.971687317
2450,94.9046783447
2454,95.1832046509
2455,113.109062195
2459,94.5098342896
2460,113.021095276
2463,94.2354888916
2465,93.9264450073
2468,78.350440979
2469,94.692741394
2474,94.7032699585
2478,94.6510467529
2480,94.388130188
2481,114.225273132
2489,94.6005172729
2490,103.76966095
2492,94.5076599121
2496,94.5098342896
2497,112.521286011
2500,94.2693634033
2505,94.5218811035
2507,93.7350997925
2508,112.893577576
2509,94.6881790161
2510,78.3845367432
2513,94.6457366943
2515,94.6005172729
2518,94.4171829224
2519,114.084701538
2520,94.4171829224
2521,113.937583923
2523,112.881843567
2525,94.7461471558
2529,112.89868927
2530,94.6842422485
2533,114.462722778
2535,94.1833877563
2538,103.733665466
2544,113.526626587
2553,112.845115662
2556,94.5458984375
2558,94.5518417358
2559,115.156394958
2560,93.9716720581
2561,113.065826416
2562,94.7640380859
2563,112.934089661
2564,93.8250198364
2565,113.027236938
2567,103.818016052
2572,94.7958602905
2575,94.2823944092
2576,113.630767822
2577,93.7056732178
2578,94.4895477295
2579,112.549758911
2580,94.2014312744
2582,113.34740448
2583,94.4090957642
2587,94.6490097046
2589,112.924484253
2590,95.2727890015
2591,112.89868927
2594,93.9280319214
2597,94.6538391113
2598,103.931694031
2599,95.1361541748
2600,103.639083862
2602,116.235328674
2603,94.7958602905
2604,103.766647339
2606,112.71723938
2607,78.4161148071
2608,94.6671829224
2613,112.887298584
2614,94.3381881714
2615,112.760635376
2617,112.761405945
2620,93.7729415894
2623,113.719764709
2624,94.1450042725
2627,112.887298584
2629,78.4161148071
2630,94.4692001343
2632,94.5500030518
2636,94.2085037231
2639,94.8330307007
2640,103.96056366
2642,112.89868927
2644,103.928878784
2646,112.722167969
2647,94.1639633179
2649,95.1498794556
2650,103.509490967
2652,103.922431946
2653,104.010223389
2655,104.934753418
2657,113.015357971
2659,112.53024292
2662,94.3988723755
2663,114.230834961
2664,94.1039581299
2665,103.53981781
2670,95.3913269043
2671,104.139556885
2672,94.664604187
2675,103.922431946
2677,112.887329102
2679,112.610626221
2683,112.883384705
2684,94.3317718506
2685,94.2779006958
2688,103.667388916
2689,94.8994522095
2690,104.797592163
2693,94.832244873
2694,114.20790863
2697,111.808761597
2699,94.2685241699
2703,93.894493103
2705,103.663902283
2709,78.1623687744
2710,94.5227203369
2711,113.386230469
2712,94.6896133423
2713,94.2248153687
2714,113.049598694
2715,94.1291427612
2717,94.621925354
2718,115.318267822
2720,113.822769165
2721,95.3517913818
2726,94.8607177734
2728,94.0342102051
2731,103.46913147
2732,112.549926758
2734,94.2417831421
2736,103.944419861
2737,94.3872680664
2738,103.44380188
2739,113.20993042
2746,94.2481002808
2749,103.459609985
2751,116.470741272
2752,104.321350098
2753,94.4233932495
2757,103.763885498
2758,94.2689361572
2759,113.076423645
2760,95.3677597046
2762,112.832489014
2764,94.3075866699
2765,114.088356018
2769,113.443527222
2771,112.9609375
2774,94.3706054688
2776,93.9572372437
2777,113.750152588
2778,94.5271682739
2779,112.825508118
2782,94.3122634888
2784,94.3884811401
2787,93.8792190552
2789,94.7856521606
2792,94.8214035034
2798,94.9438323975
2799,103.9921875
2800,95.3585891724
2801,78.4169616699
2802,94.3126068115
2804,94.5920257568
2807,104.008506775
2808,94.9489746094
2809,113.497138977
2811,116.476623535
2812,94.6851425171
2814,94.6464004517
2816,95.3656387329
2817,113.280441284
2818,112.602035522
2820,112.940597534
2821,78.3883743286
2822,94.8323898315
2823,103.980606079
2824,95.3234634399
2826,94.3459320068
2829,94.5316009521
2834,94.1192092896
2835,78.3231506348
2838,94.5203475952
2839,112.475608826
2840,93.8961334229
2841,112.775466919
2842,94.5132446289
2846,114.09362793
2848,94.8006744385
2849,94.0969161987
2850,113.049598694
2851,94.4524612427
2853,94.2894744873
2854,112.89868927
2858,113.930969238
2861,95.1651992798
2864,94.5043792725
2865,114.230834961
2866,112.704139709
2867,94.1597747803
2868,114.102348328
2870,112.897644043
2877,95.3740768433
2878,112.887298584
2880,113.623130798
2882,78.44115448
2883,95.3867034912
2884,103.625076294
2885,94.210609436
2887,94.6029968262
2888,112.12097168
2889,94.5832901001
2890,103.950050354
2891,94.3980102539
2892,116.5128479
2893,94.163444519
2898,113.843467712
2899,94.1746673584
2900,113.276306152
2901,94.3117828369
2909,94.6888885498
2910,114.316940308
2911,113.414154053
2913,112.627670288
2914,94.9128799438
2918,94.6793823242
2919,112.946098328
2920,94.9382324219
2921,112.887298584
2922,94.7317199707
2923,103.774459839
2925,114.121932983
2926,94.195640564
2927,112.886489868
2929,113.288276672
2933,94.4905776978
2934,113.119033813
2936,113.979614258
2941,103.818626404
2942,94.4721450806
2943,112.659614563
2945,104.3409729
2950,94.6011657715
2951,112.806648254
2953,113.588676453
2954,95.4609375
2955,104.268737793
2956,94.5068435669
2960,95.1291885376
2962,94.7826766968
2963,104.272293091
2964,103.945243835
2966,78.4386672974
2967,94.4725646973
2968,113.678489685
2969,94.630859375
2971,94.1545639038
2972,94.7731552124
2974,94.3856582642
2975,112.996284485
2977,116.461174011
2980,113.782432556
2981,94.062828064
2983,94.0282745361
2984,103.729881287
2985,116.518493652
2986,103.815002441
2987,94.7731552124
2989,94.2794036865
2990,112.984069824
2991,95.345993042
2992,78.3507614136
2995,111.915603638
2996,103.81388092
3002,112.941482544
3004,112.390716553
3005,116.512657166
3006,94.2659606934
3010,95.3913803101
3011,103.48122406
3014,94.1991729736
3015,94.0355682373
3016,94.4762878418
3017,113.434181213
3018,94.1824798584
3021,103.464401245
3024,103.93296814
3028,94.243812561
3030,94.5361557007
3032,95.2446594238
3039,94.2521057129
3040,105.193466187
3041,95.1236801147
3043,94.3385848999
3044,113.482414246
3046,112.698669434
3055,93.5865631104
3056,112.843521118
3058,94.6393127441
3059,113.715522766
3061,116.521820068
3063,103.739128113
